outlet_name_mbfc,url_mbfc,bias_mbfc,factual_reporting_mbfc,country_mbfc,credibility_mbfc,url_cleaned
Trends in Ecology and Evolution,https://mediabiasfactcheck.com/trends-in-ecology-and-evolution-bias,Pro-Science,High,US,High,cell.com/trends/ecology-evolution
National Conservatism,https://mediabiasfactcheck.com/national-conservatism-bias-and-credibility,Right,Mixed,US,Medium,nationalconservatism.org
WCOA - 104.9 fm - Pensacola,https://mediabiasfactcheck.com/wcoa-104-9-fm-pensacola-bias,Right,Mixed,US,Medium,wcoapensacola.com
Winston Salem Times,https://mediabiasfactcheck.com/winston-salem-times-bias,Questionable,Mixed,US,Low,winstonsalemtimes.com
JAMA Neurology,https://mediabiasfactcheck.com/jama-neurology-bias,Pro-Science,Very High,US,High,jamanetwork.com/journals/jamaneurology
IndustryWeek,https://mediabiasfactcheck.com/industryweek-bias,Center,High,US,High,industryweek.com
Springfield Sun,https://mediabiasfactcheck.com/springfield-sun-bias,Center-Right,High,US,High,pmg-ky2.com/springfield
Harrow Times,https://mediabiasfactcheck.com/harrow-times-bias,Center,High,US,High,harrowtimes.co.uk
WMNF - NPR - Tampa,https://mediabiasfactcheck.com/wmnf-npr-tampa-bias,Center-Left,High,US,High,wmnf.org
Institute for New Economic Thinking,https://mediabiasfactcheck.com/institute-for-new-economic-thinking-bias,Left,High,US,High,ineteconomics.org
Mount Airy News,https://mediabiasfactcheck.com/mount-airy-news-bias,Center-Left,High,US,High,mtairynews.com
Yadkin Valley News,https://mediabiasfactcheck.com/yadkin-valley-news-bias,Questionable,Mixed,US,Low,yadkinvalleynews.com
Infection Control Today,https://mediabiasfactcheck.com/infection-control-today-bias,Pro-Science,High,US,High,infectioncontroltoday.com
Bucks County Courier Times,https://mediabiasfactcheck.com/bucks-county-courier-times-bias,Center-Left,High,US,High,phillyburbs.com
Amber Integrated,https://mediabiasfactcheck.com/amber-integrated-bias,Center-Left,High,US,High,amberintegrated.com
Central ND News,https://mediabiasfactcheck.com/central-nd-news-bias,Questionable,Mixed,US,Low,centralndnews.com
CDC.News,https://mediabiasfactcheck.com/cdc-news-bias,Conspiracy-Pseudoscience,Very Low,US,Low,cdc.news
Exposed by CMD,https://mediabiasfactcheck.com/exposed-by-cmd-bias,Left,High,US,High,exposedbycmd.org
Inkstick Media,https://mediabiasfactcheck.com/inkstick-media-bias,Left,Mostly Factual,US,High,inkstickmedia.com
Beckley Register-Herald,https://mediabiasfactcheck.com/beckley-register-herald-bias,Center-Left,High,US,High,register-herald.com
Financial Tech Times,https://mediabiasfactcheck.com/financial-tech-times-bias,Center-Left,Mostly Factual,US,High,financialtechtimes.com
WPRO - 99.7 FM - Providence,https://mediabiasfactcheck.com/wpro-99-7-fm-providence-bias-and-credibility,Center-Right,Mostly Factual,US,High,997wpro.com
TheQAnons.com,https://mediabiasfactcheck.com/theqanons-com-bias,Conspiracy-Pseudoscience,Very Low,US,Low,theqanons.com
BNN Breaking,https://mediabiasfactcheck.com/bnn-breaking-bias-and-credibility,Center,Mixed,US,Medium,bnnbreaking.com
Frontiers in Disaster and Emergency Medicine,https://mediabiasfactcheck.com/frontiers-in-disaster-and-emergency-medicine-bias,Pro-Science,Mostly Factual,US,High,frontiersin.org/journals/disaster-and-emergency-medicine
Fargo Standard,https://mediabiasfactcheck.com/fargo-standard-bias,Questionable,Mixed,US,Low,fargostandard.com
ConstructionDive,https://mediabiasfactcheck.com/constructiondive-bias,Center,High,US,High,constructiondive.com
Innocence Project,https://mediabiasfactcheck.com/innocence-project-bias,Center-Left,High,US,High,innocenceproject.org
WUSF - NPR - Tampa,https://mediabiasfactcheck.com/wusf-npr-tampa-bias,Center-Left,High,US,High,wusf.org
InsideNoVa,https://mediabiasfactcheck.com/insidenova-bias,Center,High,US,High,insidenova.com
Trends in Endocrinology & Metabolism,https://mediabiasfactcheck.com/trends-in-endocrinology-metabolism-bias,Pro-Science,High,US,High,cell.com/trends/endocrinology-metabolism
KKOH - 780 AM - Reno,https://mediabiasfactcheck.com/kkoh-780-am-reno-bias,Right,Mixed,US,Medium,kkoh.com
Insider.co.uk,https://mediabiasfactcheck.com/insider-co-uk-bias,Center,Mostly Factual,US,High,insider.co.uk
ND North News,https://mediabiasfactcheck.com/nd-north-news-bias,Questionable,Mixed,US,Low,ndnorthnews.com
JAMA Oncology,https://mediabiasfactcheck.com/jama-oncology-bias,Pro-Science,Very High,US,High,jamanetwork.com/journals/jamaoncology
Central Kentucky News-Journal,https://mediabiasfactcheck.com/central-kentucky-news-journal-bias,Center-Right,High,US,High,pmg-ky2.com/cknj
WUGA - NPR - Athens,https://mediabiasfactcheck.com/wuga-npr-athens-bias,Center-Left,High,US,High,wuga.org
Mountain Times,https://mediabiasfactcheck.com/the-mountain-times-bias,Center-Left,High,US,High,wataugademocrat.com/mountaintimes
NE North Dakota News,https://mediabiasfactcheck.com/ne-north-dakota-news-bias,Questionable,Mixed,US,Low,nenorthdakotanews.com
Inside the Magic,https://mediabiasfactcheck.com/inside-the-magic-bias,Questionable,Mixed,US,Low,insidethemagic.net
Doylestown Intelligencer,https://mediabiasfactcheck.com/doylestown-intelligencer-bias,Center-Left,High,US,High,phillyburbs.com
America First Legal,https://mediabiasfactcheck.com/america-first-legal-afl-bias-and-credibility,Questionable,Low,US,Low,aflegal.org
American Research Group,https://mediabiasfactcheck.com/american-research-group-bias,Center,Mostly Factual,US,High,americanresearchgroup.com
Censorship.News,https://mediabiasfactcheck.com/censorship-news-bias,Conspiracy-Pseudoscience,Very Low,US,Low,censorship.news
Internet Archive,https://mediabiasfactcheck.com/internet-archive-bias,Center-Left,Mostly Factual,US,High,archive.org
CourtListener,https://mediabiasfactcheck.com/courtlistener-bias,Center,High,US,High,courtlistener.com
American Alliance for Equal Rights,https://mediabiasfactcheck.com/american-alliance-for-equal-rights-bias,Right,Mixed,US,Medium,americanallianceforequalrights.org
North Dakota Business Daily,https://mediabiasfactcheck.com/north-dakota-business-daily-bias,Questionable,Mixed,US,Low,businessdailynetwork.com/states/nd
Insight Crime,https://mediabiasfactcheck.com/insight-crime-bias,Center-Left,Mostly Factual,US,High,insightcrime.org
Salem News,https://mediabiasfactcheck.com/salem-news-bias,Center-Left,High,US,High,salemnews.com
Transit Tomorrow,https://mediabiasfactcheck.com/transit-tomorrow-bias,Center-Left,Mostly Factual,US,High,transittomorrow.com
Instapundit,https://mediabiasfactcheck.com/instapundit-bias,Questionable,Mixed,US,Low,instapundit.com
KKAT - 860 AM - Salt Lake City,https://mediabiasfactcheck.com/kkat-860-am-salt-lake-city-bias,Right,Mixed,US,Medium,860kkat.com
Peace Garden News,https://mediabiasfactcheck.com/peace-garden-news-bias,Questionable,Mixed,US,Low,peacegardennews.com
Car and Driver,https://mediabiasfactcheck.com/car-and-driver-bias,Center,High,US,High,caranddriver.com
CybersecurityDive,https://mediabiasfactcheck.com/cybersecuritydive-bias,Center,High,US,High,cybersecuritydive.com
WABE - NPR - Atlanta,https://mediabiasfactcheck.com/wabe-npr-atlanta-bias,Center-Left,High,US,High,wabe.org
Open to Debate,https://mediabiasfactcheck.com/open-to-debate-bias,Center,Mostly Factual,US,High,opentodebate.org
Culpeper Times,https://mediabiasfactcheck.com/culpeper-times-bias,Center,High,US,High,insidenova.com/culpeper
Doug Casey's International Man,https://mediabiasfactcheck.com/doug-caseys-international-man-bias,Questionable,Mixed,US,Low,internationalman.com
Trends in Genetics,https://mediabiasfactcheck.com/trends-in-genetics-bias,Pro-Science,High,US,High,cell.com/trends/genetics
KSFO - 560 AM - San Francisco,https://mediabiasfactcheck.com/ksfo-560-am-san-francisco-bias,Right,Mixed,US,Medium,ksfo.com
InvestigateWest,https://mediabiasfactcheck.com/investigatewest-bias,Center-Left,High,US,High,invw.org
Western ND News,https://mediabiasfactcheck.com/western-nd-news-bias,Questionable,Mixed,US,Low,wesernndnews.com
Culture Wars Magazine,https://mediabiasfactcheck.com/culture-wars-magazine-bias,Conspiracy-Pseudoscience,Low,US,Low,culturewars.com
Journal of Ophthalmology,https://mediabiasfactcheck.com/jama-ophthalmology-bias,Pro-Science,Very High,US,High,jamanetwork.com/journals/jamaophthalmology
Helensburgh Advertiser,https://mediabiasfactcheck.com/helensburgh-advertiser-bias,Center,High,US,High,helensburghadvertiser.co.uk
Los Angeles Innocence Project,https://mediabiasfactcheck.com/los-angeles-innocence-project-bias,Center-Left,High,US,High,innocencela.org
WPSD - Paducah News,https://mediabiasfactcheck.com/wpsd-paducah-news-bias-and-credibility,Center-Right,High,US,High,wpsdlocal6.com
WGPB - Georgia Public Broadcasting,https://mediabiasfactcheck.com/wgpb-georgia-public-broadcasting-bias,Center-Left,High,US,High,gpb.org
Ouray County Plaindealer,https://mediabiasfactcheck.com/ouray-county-plaindealer-bias,Center,High,US,High,ouraynews.com
Rocky Mount Telegram,https://mediabiasfactcheck.com/rocky-mount-telegram-bias,Center-Left,High,US,High,rockymounttelegram.com
Akron Reporter,https://mediabiasfactcheck.com/akron-reporter-bias,Questionable,Mixed,US,Low,akronreporter.com
Ellwood City Ledger,https://mediabiasfactcheck.com/ellwood-city-ledger-bias,Center-Left,High,US,High,ellwoodcityledger.com
Immigrant Legal Resource Center (ILRC,https://mediabiasfactcheck.com/the-immigrant-legal-resource-center-ilrc-bias,Left,High,US,High,ilrc.org
American Viewpoint,https://mediabiasfactcheck.com/american-viewpoint-bias,Center,Mixed,US,Medium,amview.com
Iowa Media,https://mediabiasfactcheck.com/iowa-media-bias,Center-Left,Mixed,US,Medium,iowa.media
ClimateScienceNews.com,https://mediabiasfactcheck.com/climatesciencenews-bias,Conspiracy-Pseudoscience,Very Low,US,Low,climatesciencenews.com
Sovren.Media,https://mediabiasfactcheck.com/sovren-media-bias,Questionable,Low,US,Low,sovren.media
Buckeye Reporter,https://mediabiasfactcheck.com/buckeye-reporter-bias,Questionable,Mixed,US,Low,buckeyereporter.com
Last American Vagabond,https://mediabiasfactcheck.com/the-last-american-vagabond-bias-and-credibility,Questionable,Low,US,Low,thelastamericanvagabond.com
London Sentinel-Echo,https://mediabiasfactcheck.com/london-sentinel-echo-bias,Center-Left,High,US,High,sentinel-echo.com
Marxists Internet Archive,https://mediabiasfactcheck.com/marxists-internet-archive-mia-bias,Left,Mostly Factual,US,High,marxists.org
Block Telegraph,https://mediabiasfactcheck.com/block-telegraph-bias,Center-Left,Mostly Factual,US,High,blocktelegraph.io
KMAJ - 1440 AM - Topeka,https://mediabiasfactcheck.com/kmaj-1440-am-topeka-bias,Right,Mixed,US,Medium,kmaj1440.com
Intercollegiate Studies Institute,https://mediabiasfactcheck.com/intercollegiate-studies-institute-isi-bias,Right,Mostly Factual,US,Medium,isi.org
Butler County Today,https://mediabiasfactcheck.com/butler-county-today-bias,Questionable,Mixed,US,Low,butlercountytoday.com
Project 2025,https://mediabiasfactcheck.com/project-2025-bias,Right,Mixed,US,Medium,project2025.org
ESG Dive,https://mediabiasfactcheck.com/esg-dive-bias,Center,High,US,High,esgdive.com
Exopolitics,https://mediabiasfactcheck.com/exopolitics-bias,Conspiracy-Pseudoscience,Low,US,Low,exopolitics.org
KHPR - Hawaii Public Radio,https://mediabiasfactcheck.com/whpr-hawaii-public-radio-bias,Center-Left,High,US,High,khpr.org
Rappahannock News,https://mediabiasfactcheck.com/rappahannock-news-bias,Center,High,US,High,rappnews.com
Trail Times,https://mediabiasfactcheck.com/trail-times-bias,Center-Left,High,US,High,trailtimes.ca
Trends Immunology,https://mediabiasfactcheck.com/trends-in-immunology-bias,Pro-Science,High,US,High,cell.com/trends/immunology
WJCW - 910 AM - Tri-Cities,https://mediabiasfactcheck.com/wjcw-910-am-tri-cities-bias,Right,Mixed,US,Medium,wjcw.com
Canton Reporter,https://mediabiasfactcheck.com/canton-reporter-bias,Questionable,Mixed,US,Low,cantonreporter.com
IslamiCity,https://mediabiasfactcheck.com/islamicity-bias,Left,Mixed,US,Medium,islamicity.org
JAMA Otolaryngology,https://mediabiasfactcheck.com/jama-otolaryngology-bias,Pro-Science,Very High,US,High,jamanetwork.com/journals/jamaotolaryngology
KBSU - Boise State Public Radio,https://mediabiasfactcheck.com/kbsu-boise-state-public-radio-bias,Center-Left,High,US,High,boisestatepublicradio.org
Stokes News,https://mediabiasfactcheck.com/the-stokes-news-bias,Center-Left,High,US,High,thestokesnews.com
Central Ohio Today,https://mediabiasfactcheck.com/central-ohio-today-bias,Questionable,Mixed,US,Low,centralohiotoday.com
Israel War Room,https://mediabiasfactcheck.com/israel-war-room-bias,Questionable,Mixed,US,Low,israelwarroom.com
Beaver County Times,https://mediabiasfactcheck.com/beaver-county-times-bias,Center-Left,High,US,High,timesonline.com
Albany Herald,https://mediabiasfactcheck.com/albany-herald-bias,Center-Right,High,US,High,albanyherald.com
20/20 Insights,https://mediabiasfactcheck.com/20-20-insight-bias-and-credibility,Center,Mixed,US,Medium,2020inightsllc.com
Marietta Daily Journal,https://mediabiasfactcheck.com/marietta-daily-journal-bias,Center-Right,High,US,High,mdjonline.com
MAGA Inc,https://mediabiasfactcheck.com/make-america-great-again-inc-maga-inc-bias,Questionable,Low,US,Low,magapac.com
Philadelphia Jewish Exponent,https://mediabiasfactcheck.com/philadelphia-jewish-exponent-bias,Right,Mixed,US,Medium,jewishexponent.com
CyberWar.News,https://mediabiasfactcheck.com/cyberwar-news-bias,Conspiracy-Pseudoscience,Very Low,US,Low,cyberwar.news
Cincy Reporter,https://mediabiasfactcheck.com/cincy-reporter-bias,Questionable,Mixed,US,Low,cincyreporter.com
Ashtabula Star Beacon,https://mediabiasfactcheck.com/ashtabula-star-beacon-bias,Center-Left,High,US,High,starbeacon.com
WMAL - 105.9 FM - Washington DC,https://mediabiasfactcheck.com/wmal-105-9-fm-washington-dc-bias-and-credibility,Right,Mixed,US,Medium,wmal.com
ABC News/Washington Post Polling,https://mediabiasfactcheck.com/abc-news-washington-post-polling-bias-and-credibility,Center,Very High,US,High,langerresearch.com
Clermont Times,https://mediabiasfactcheck.com/clermont-times-bias,Questionable,Mixed,US,Low,clermonttimes.com
Facilities Dive,https://mediabiasfactcheck.com/facilities-dive-bias,Center,High,US,High,facilitiesdive.com
KNWO - NPR - Cottonwood,https://mediabiasfactcheck.com/knwo-npr-cottonwood-bias,Center-Left,High,US,High,knwo.org
Prepared,https://mediabiasfactcheck.com/the-prepared-bias,Center,High,US,High,theprepared.com
Trends in Microbiology,https://mediabiasfactcheck.com/trends-in-microbiology-bias,Pro-Science,High,US,High,cell.com/trends/microbiology
WAAV - 980 AM - Wilmington,https://mediabiasfactcheck.com/waav-980-am-wilimington-bias,Right,Mixed,US,Medium,980waav.com
Cleveland Reporter,https://mediabiasfactcheck.com/cleveland-reporter-bias,Questionable,Mixed,US,Low,clevelandreporter.com
JAMA Pediatrics,https://mediabiasfactcheck.com/jama-pediatrics-bias,Pro-Science,Very High,US,High,jamanetwork.com/journals/jamapediatrics
YourTango,https://mediabiasfactcheck.com/yourtango-bias,Conspiracy-Pseudoscience,Mixed,US,Low,yourtango.com
KRFA - NPR - Moscow,https://mediabiasfactcheck.com/krfa-npr-moscow-bias,Center-Left,High,US,High,nwpb.org
Elkin Tribune,https://mediabiasfactcheck.com/elkin-tribune-bias,Center-Left,High,US,High,elkintribune.com
Dayton Reporter,https://mediabiasfactcheck.com/dayton-reporter-bias,Questionable,Mixed,US,Low,daytonreporter.com
Somerset Daily American,https://mediabiasfactcheck.com/somerset-daily-american-bias,Center-Left,High,US,High,dailyamerican.com
Survive The News,https://mediabiasfactcheck.com/survive-the-news-bias,Questionable,Low,US,Low,survivethenews.com
Rome News-Tribune,https://mediabiasfactcheck.com/rome-news-tribune-bias,Center,High,US,High,northwestgeorgianews.com/rome
ABT Associates,https://mediabiasfactcheck.com/abt-associates-bias,Center,High,US,High,abtassociates.com
Jewish Currents,https://mediabiasfactcheck.com/jewish-currents-bias,Left,Mostly Factual,US,High,jewishcurrents.org
Jewish Voice for Peace,https://mediabiasfactcheck.com/jewish-voice-for-peace-jvp-bias,Left,Mostly Factual,US,High,jewishvoiceforpeace.org
Discoveries.news,https://mediabiasfactcheck.com/discoveries-news-bias,Conspiracy-Pseudoscience,Very Low,US,Low,discoveries.news
Delaware County Review,https://mediabiasfactcheck.com/delaware-county-review-bias,Questionable,Mixed,US,Low,delcoreview.com
Stillwater News Press,https://mediabiasfactcheck.com/stillwater-news-press-bias,Center-Left,High,US,High,stwnewspress.com
WSBA - 93.5 FM - York,https://mediabiasfactcheck.com/wsba-93-9-fm-york-bias,Center-Right,Mostly Factual,US,High,newstalkwsba.com
Dystonia Journal,https://mediabiasfactcheck.com/dystonia-journal-bias,Pro-Science,Mostly Factual,US,High,frontierspartnerships.org/journals/dystonia
Morrison Institute for Public Policy,https://mediabiasfactcheck.com/morrison-institute-for-public-policy-arizona-state-university-bias,Center,Mostly Factual,US,High,morrisoninstitute.asu.org
East Cleveland News,https://mediabiasfactcheck.com/east-cleveland-news-bias,Questionable,Mixed,US,Low,eastclevelandnews.com
Journal of the American Academy of Psychiatry and the Law,https://mediabiasfactcheck.com/journal-of-the-american-academy-of-psychiatry-and-the-law-bias,Pro-Science,High,US,High,jaapl.org
FashionDive,https://mediabiasfactcheck.com/fashiondive-bias,Center,High,US,High,fashiondive.com
KISU - NPR - Pocatello,https://mediabiasfactcheck.com/kisu-npr-pocatello-bias,Center-Left,High,US,High,kisu.org
Patriot Nurse,https://mediabiasfactcheck.com/the-patriot-nurse-bias,Questionable,Mixed,US,Low,thepatriotnurse.com
Trends in Molecular Medicine,https://mediabiasfactcheck.com/trends-in-molecular-medicine-bias,Pro-Science,High,US,High,cell.com/trends/molecular-medicine
